param,price
6319,1344.6239684820919
6344,1322.744713780626
6369,1301.0160170913484
6394,1279.4456991752363
6419,1258.0183080835006
6444,1236.7326163240327
6469,1215.6091265048642
6494,1194.630037326905
6519,1173.7979333104947
6544,1153.1063348815273
6569,1132.5687881007761
6594,1112.1848294181739
6619,1091.9636058191497
6644,1071.9343732010555
6669,1052.0940060030862
6694,1032.41216474287
6719,1012.8931932915959
6744,993.5692333213933
6769,974.4411751813207
6794,955.4967317612864
6819,936.7577025692106
6844,918.2065025774128
6869,899.8709360608235
6894,881.7446214638064
6919,863.8277927610837
6944,846.1213769504838
6969,828.6402398082403
6994,811.3731735955183
7019,794.3117715716932
7044,777.4539531063745
7069,760.8115491450234
7094,744.4158556021357
7119,728.2465142411161
7144,712.2942063288447
7169,696.5559239338894
7194,681.0494894414182
7219,665.7656643378809
7244,650.7358738348048
7269,635.956303581264
7294,621.3919823983763
7319,607.0735537359063
7344,592.9684332562791
7369,579.0823058572948
7394,565.4051404304141
7419,551.9469811320629
7444,538.7186262489831
7469,525.71447310635
7494,512.9301885208356
7519,500.3443224762936
7544,487.95350871730295
