param,price
6319,131.50999703456085
6344,126.58177263602666
6369,121.73427490345081
6394,116.96654893217458
6419,112.30629506513402
6444,107.74913677839027
6469,103.28527718964685
6494,98.91840015021002
6519,94.62263987534001
6544,90.40599346699602
6569,86.27776844639284
6594,82.24455600345321
6619,78.30673367148592
6644,74.44152916609782
6669,70.68996627697632
6694,67.02206194988766
6719,63.45762497476076
6744,59.992841443336474
6769,56.62927639095499
6794,53.373489325957955
6819,50.21274115689909
6844,47.15007492594319
6869,44.17054618358492
6894,41.29454595264805
6919,38.53931039117519
6944,35.88912930760663
6969,33.34705770383375
6994,30.909443841393177
7019,28.577256654602
7044,26.360807765396107
7069,24.252002862397692
7094,22.22493582218719
7119,20.28355985101848
7144,18.463013654555315
7169,16.773207530274934
7194,15.155691774699557
7219,13.62267545127701
7244,12.191913225357958
7269,10.849661298910576
7294,9.61502145010259
7319,8.469474326267237
7344,7.395181509794088
7369,6.401624256166358
7394,5.49501774932239
7419,4.662920937084797
7444,3.9083243423953027
7469,3.2243930558485894
7494,2.6326712405465305
7519,2.102966967129306
7544,1.6427685776027863
