param,price
6319,1741.0611973402042
6344,1718.3898388746418
6369,1695.8140447024357
6394,1673.336024389402
6419,1650.993906816123
6444,1628.7784145080172
6469,1606.6734133653758
6494,1584.6858444847885
6519,1562.786934139273
6544,1540.99097252377
6569,1519.312169868088
6594,1497.7575237500203
6619,1476.320759425245
6644,1454.9792020093726
6669,1433.7899372708423
6694,1412.7277605736972
6719,1391.8092921140526
6744,1371.0313936099344
6769,1350.3828181550432
6794,1329.8840466073518
6819,1309.5181638882461
6844,1289.2889064328
6869,1269.1883310205355
6894,1249.239314541034
6919,1229.46009340781
6944,1209.8486170212946
6969,1190.3981426000257
6994,1171.1034413222142
7019,1151.9707632908821
7044,1132.9939881582752
7069,1114.1732536517454
7094,1095.498303644494
7119,1076.989539819365
7144,1058.6630279941828
7169,1040.5350646053887
7194,1022.5393872944047
7219,1004.6991000796947
7244,987.0302451503698
7269,969.5287719694555
7294,952.206087797542
7319,935.0611769221265
7344,918.079180363798
7369,901.2568702427601
7394,884.6148647434865
7419,868.1477874535005
7444,851.8502294607907
7469,835.7083348236657
7494,819.754870208717
7519,803.9743653183688
7544,788.385012850156
