param,price
6319,712.3925908904246
6344,693.1288559456874
6369,674.129211866552
6394,655.4206317592228
6419,637.0140261336187
6444,618.9097875067646
6469,601.1032818825125
6494,583.6062405686401
6519,566.3880424130828
6544,549.4681766010767
6569,532.8385180551372
6594,516.5256264573025
6619,500.5751307926801
6644,484.9757562819781
6669,469.68638184548297
6694,454.7199938285852
6719,440.11382554634827
6744,425.7865354836016
6769,411.7871403375605
6794,398.1469942340576
6819,384.8213415758875
6844,371.8164560511728
6869,359.1126388365635
6894,346.7178536297434
6919,334.61144554328143
6944,322.7954421188172
6969,311.29964183631307
6994,300.09011305491924
7019,289.19863460304316
7044,278.67360093620147
7069,268.46615292621374
7094,258.5532620160795
7119,248.91244968451485
7144,239.51009307434373
7169,230.38324318934465
7194,221.53210818606695
7219,212.9566446949442
7244,204.6293474238419
7269,196.5433225773082
7294,188.74041793230023
7319,181.21182681522393
7344,173.92473395166053
7369,166.8830005040885
7394,160.08109214434415
7419,153.52239944052218
7444,147.18275233738308
7469,141.06624331922637
7494,135.14289470766127
7519,129.43879154660397
7544,123.9290658825393
