param,price
6319,97.7900888262329
6344,93.17075908166979
6369,88.70385012956676
6394,84.37793036820842
6419,80.17944806041251
6444,76.11400442159857
6469,72.19438956937145
6494,68.41567919492046
6519,64.76887559168644
6544,61.25565962749446
6569,57.87750474577229
6594,54.61065719918397
6619,51.466144546900516
6644,48.42142929051837
6669,45.51109522100786
6694,42.74790685775031
6719,40.10765061733599
6744,37.568465333833736
6769,35.13345077215497
6794,32.79788091580081
6819,30.566942217539786
6844,28.438967774454767
6869,26.40644073084666
6894,24.45081371009812
6919,22.58432446671722
6944,20.82157963653936
6969,19.16202569255669
6994,17.5911460197006
7019,16.10960227748987
7044,14.705209170508809
7069,13.381901351713966
7094,12.137708668057455
7119,10.9844492235786
7144,9.909934067243803
7169,8.908390411779905
7194,8.000118625097326
7219,7.170180003959604
7244,6.407476004738551
7269,5.69794102897703
7294,5.046136865410568
7319,4.441020009268826
7344,3.872805212126291
7369,3.34382213463962
7394,2.862036607194791
7419,2.4235699698702984
7444,2.0362217980036705
7469,1.6850851846164348
7494,1.3632955240449809
7519,1.0919069475281222
7544,0.8729563057481297
