param,price
6319,178.46333825167065
6344,171.43232934651633
6369,164.5364409730886
6394,157.78819688959229
6419,151.16918057489767
6444,144.6766397236892
6469,138.33189835196904
6494,132.11982283489945
6519,126.03578943255897
6544,120.07470683013732
6569,114.25074807915246
6594,108.56121477298541
6619,103.01068381209815
6644,97.62318789230712
6669,92.39810903674152
6694,87.2999876699277
6719,82.32987217339318
6744,77.51721174394737
6769,72.87170543142966
6794,68.37539898412405
6819,64.035606949872
6844,59.83722311260584
6869,55.8027389169636
6894,51.92533974243259
6919,48.199635874064896
6944,44.64685463820772
6969,41.27033539773555
6994,38.058857001643325
7019,34.98225711658934
7044,32.04513634558448
7069,29.258219495076116
7094,26.641220053917507
7119,24.173514844840174
7144,21.854624258402623
7169,19.663290044495433
7194,17.61383787669547
7219,15.700529571767786
7244,13.92624496430905
7269,12.305515564354453
7294,10.796230504131433
7319,9.415552555781996
7344,8.151799723629875
7369,6.9935630510167135
7394,5.928061813341256
7419,4.973772740742831
7444,4.134868109250434
7469,3.409691957231921
7494,2.781155515998372
7519,2.235811572071215
7544,1.762927787734056
