param,price
6319,1310.0257980887973
6344,1290.2789569382498
6369,1270.610026534193
6394,1251.0151284106582
6419,1231.492230138326
6444,1212.0446549392354
6469,1192.6876929608136
6494,1173.3943443961298
6519,1154.1751358940699
6544,1135.040509034832
6569,1115.9843629758209
6594,1097.0222614114343
6619,1078.1561964151952
6644,1059.398456241436
6669,1040.7421176478692
6694,1022.1717916913664
6719,1003.7068615664068
6744,985.359821022746
6769,967.1516381505822
6794,949.0604322472425
6819,931.1097465817038
6844,913.2934618107785
6869,895.6267066810719
6894,878.1115744322515
6919,860.7487642341182
6944,843.5275228927601
6969,826.4737411756772
6994,809.5839050756621
7019,792.8589316840124
7044,776.2905598533497
7069,759.8943471880369
7094,743.7064045982606
7119,727.7175585463099
7144,711.9182113436959
7169,696.3064376715884
7194,680.8950255470085
7219,665.6780084269215
7244,650.698313865863
7269,635.9502855410933
7294,621.3918875425745
7319,607.0735537359063
7344,592.9684332562791
7369,579.0823058572948
7394,565.4051404304141
7419,551.9469811320629
7444,538.7186262489831
7469,525.71447310635
7494,512.9301885208356
7519,500.3443224762936
7544,487.95350871730295
